wave_id,task_id,system,valid_attempt,artifact_role,archive_member,artifact_sha256,original_judge_status,original_score,original_score_available,original_recorded_pass,audit_status,replay_score,score_delta,score_comparison,replay_pass,replay_zero,replay_scoreable,criterion_scores,failure_codes,evaluator_status,evaluator_sha256,judge_binding_manifest_sha256,error,elapsed_seconds
20260903T045544Z-P15-A-FIN-DEBUG-001-codex,P15-A-FIN-DEBUG-001,codex_gpt56sol,True,HARBOR_RAW,workbooks/20260903T045544Z-P15-A-FIN-DEBUG-001-codex/P15-A-FIN-DEBUG-001__o4igxaQ/answer.xlsx,bdd0067c2b7481be0edb03ce952d4ae5d219283b7a661e5d8b38a98edf1bde7f,SCORED,1.0,True,True,SCORE_REPLAYED,1.0,0.0,MATCH,True,False,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":1.0,""R009"":1.0,""R010"":1.0,""R011"":1.0,""R012"":1.0}",[],SCORED,e69e3875aec9eddca09a2f7e29b88fa9607b656f80f4a6d5af1f2362528deecc,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1299
20260903T223744Z-P15-A-FIN-DEBUG-001-codex,P15-A-FIN-DEBUG-001,codex_gpt56sol,True,HARBOR_RAW,workbooks/20260903T223744Z-P15-A-FIN-DEBUG-001-codex/P15-A-FIN-DEBUG-001__noWjLkB/answer.xlsx,80b349e2c879a3ceb9110620b015133f769f24aed20ad1b33490c2bf5e33e6b6,SCORED,1.0,True,True,SCORE_REPLAYED,1.0,0.0,MATCH,True,False,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":1.0,""R009"":1.0,""R010"":1.0,""R011"":1.0,""R012"":1.0}",[],SCORED,e69e3875aec9eddca09a2f7e29b88fa9607b656f80f4a6d5af1f2362528deecc,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1113
20260902T152750Z-P15-A-FIN-DEBUG-001-qwen-coder,P15-A-FIN-DEBUG-001,qwen38max,True,HARBOR_RAW,workbooks/20260902T152750Z-P15-A-FIN-DEBUG-001-qwen-coder/P15-A-FIN-DEBUG-001__WHzgFTw/answer.xlsx,01bfd2a935b5631ed7b5f076c8da60f81300a1f8a55a059cfea34c6325700285,SCORED,1.0,True,True,SCORE_REPLAYED,1.0,0.0,MATCH,True,False,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":1.0,""R009"":1.0,""R010"":1.0,""R011"":1.0,""R012"":1.0}",[],SCORED,e69e3875aec9eddca09a2f7e29b88fa9607b656f80f4a6d5af1f2362528deecc,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1055
20260902T172945Z-P15-A-FIN-DEBUG-001-qwen-coder,P15-A-FIN-DEBUG-001,qwen38max,True,HARBOR_RAW,workbooks/20260902T172945Z-P15-A-FIN-DEBUG-001-qwen-coder/P15-A-FIN-DEBUG-001__4WonD86/answer.xlsx,63ae45c4ae2334d263d7a2f1cb07c36495e6754bb4e10487d3644a6df0f3004f,SCORED,1.0,True,True,SCORE_REPLAYED,1.0,0.0,MATCH,True,False,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":1.0,""R009"":1.0,""R010"":1.0,""R011"":1.0,""R012"":1.0}",[],SCORED,e69e3875aec9eddca09a2f7e29b88fa9607b656f80f4a6d5af1f2362528deecc,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1031
20260902T194533Z-P15-A-FIN-DEBUG-001-qwen-coder,P15-A-FIN-DEBUG-001,qwen38max,True,HARBOR_RAW,workbooks/20260902T194533Z-P15-A-FIN-DEBUG-001-qwen-coder/P15-A-FIN-DEBUG-001__9gXgihn/answer.xlsx,4281bb0a3c7589e08b7cf43157d8f906ba716bbd1122397e35c753e3421b7bb2,SCORED,1.0,True,True,SCORE_REPLAYED,1.0,0.0,MATCH,True,False,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":1.0,""R009"":1.0,""R010"":1.0,""R011"":1.0,""R012"":1.0}",[],SCORED,e69e3875aec9eddca09a2f7e29b88fa9607b656f80f4a6d5af1f2362528deecc,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1005
20260902T223206Z-P15-A-FIN-DEBUG-001-qwen-coder,P15-A-FIN-DEBUG-001,qwen38max,True,HARBOR_RAW,workbooks/20260902T223206Z-P15-A-FIN-DEBUG-001-qwen-coder/P15-A-FIN-DEBUG-001__nudYymK/answer.xlsx,01bfd2a935b5631ed7b5f076c8da60f81300a1f8a55a059cfea34c6325700285,SCORED,1.0,True,True,SCORE_REPLAYED,1.0,0.0,MATCH,True,False,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":1.0,""R009"":1.0,""R010"":1.0,""R011"":1.0,""R012"":1.0}",[],SCORED,e69e3875aec9eddca09a2f7e29b88fa9607b656f80f4a6d5af1f2362528deecc,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1025
20260903T010737Z-P15-A-FIN-DEBUG-001-qwen-coder,P15-A-FIN-DEBUG-001,qwen38max,True,HARBOR_RAW,workbooks/20260903T010737Z-P15-A-FIN-DEBUG-001-qwen-coder/P15-A-FIN-DEBUG-001__Wqq4KbM/answer.xlsx,793d5e53c0337a8954f6aaf3f0aa25ee9755c0e6582e9a03b35709cc6e017756,SCORED,1.0,True,True,SCORE_REPLAYED,1.0,0.0,MATCH,True,False,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":1.0,""R009"":1.0,""R010"":1.0,""R011"":1.0,""R012"":1.0}",[],SCORED,e69e3875aec9eddca09a2f7e29b88fa9607b656f80f4a6d5af1f2362528deecc,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1052
20260903T035628Z-P15-A-FIN-DEBUG-001-qwen-coder,P15-A-FIN-DEBUG-001,qwen38max,True,HARBOR_RAW,workbooks/20260903T035628Z-P15-A-FIN-DEBUG-001-qwen-coder/P15-A-FIN-DEBUG-001__DkzsPGc/answer.xlsx,44380f01758fc859e099999eea326de5daf87f19095d7d87e56277a290dd5236,SCORED,1.0,True,True,SCORE_REPLAYED,1.0,0.0,MATCH,True,False,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":1.0,""R009"":1.0,""R010"":1.0,""R011"":1.0,""R012"":1.0}",[],SCORED,e69e3875aec9eddca09a2f7e29b88fa9607b656f80f4a6d5af1f2362528deecc,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1033
20260903T103800Z-P15-A-FIN-DEBUG-001-qwen-coder,P15-A-FIN-DEBUG-001,qwen38max,True,HARBOR_RAW,workbooks/20260903T103800Z-P15-A-FIN-DEBUG-001-qwen-coder/P15-A-FIN-DEBUG-001__shYTCQ5/answer.xlsx,01bfd2a935b5631ed7b5f076c8da60f81300a1f8a55a059cfea34c6325700285,SCORED,1.0,True,True,SCORE_REPLAYED,1.0,0.0,MATCH,True,False,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":1.0,""R009"":1.0,""R010"":1.0,""R011"":1.0,""R012"":1.0}",[],SCORED,e69e3875aec9eddca09a2f7e29b88fa9607b656f80f4a6d5af1f2362528deecc,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.113
20260901T140248Z-P15-A-POLICY-EIA-001-claude-code,P15-A-POLICY-EIA-001,claude_opus5,True,HARBOR_RAW,workbooks/20260901T140248Z-P15-A-POLICY-EIA-001-claude-code/P15-A-POLICY-EIA-001__Rf4votW/answer.xlsx,6f6e9cdba13d5966a55e2b9f26e53880610afc59e84008fe2f841e6dfbd435ce,SCORED,0.36,True,False,JUDGE_UNABLE_TO_SCORE,,,UNSCOREABLE,,,False,{},"[""HISTORICAL_TASK_CONTRACT_INVALID:SOURCE_UNITS_AND_BASELINE""]",TASK_INVALID,5b397327b21bb2cf6766f5afb24e2d89a95b0268e25934be4a7797fc042d3447,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.0
20260901T142043Z-P15-A-POLICY-EIA-001-claude-code,P15-A-POLICY-EIA-001,claude_opus5,False,HARBOR_RAW,workbooks/20260901T142043Z-P15-A-POLICY-EIA-001-claude-code/P15-A-POLICY-EIA-001__fMxb6jr/answer.xlsx,17e7bb12fb9406ba09e60e5e4f728b68f140ec8572b618e5e08a3f83c507f114,SCORED,0.56,True,False,JUDGE_UNABLE_TO_SCORE,,,UNSCOREABLE,,,False,{},"[""HISTORICAL_TASK_CONTRACT_INVALID:SOURCE_UNITS_AND_BASELINE""]",TASK_INVALID,5b397327b21bb2cf6766f5afb24e2d89a95b0268e25934be4a7797fc042d3447,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.0
20260901T143951Z-P15-A-POLICY-EIA-001-claude-code,P15-A-POLICY-EIA-001,claude_opus5,True,HARBOR_RAW,workbooks/20260901T143951Z-P15-A-POLICY-EIA-001-claude-code/P15-A-POLICY-EIA-001__C63wtJL/answer.xlsx,00cf1a1749e365b852fbdc7179b3d2c03380dd67e2c0ca25477c84020608d43d,SCORED,0.56,True,False,JUDGE_UNABLE_TO_SCORE,,,UNSCOREABLE,,,False,{},"[""HISTORICAL_TASK_CONTRACT_INVALID:SOURCE_UNITS_AND_BASELINE""]",TASK_INVALID,5b397327b21bb2cf6766f5afb24e2d89a95b0268e25934be4a7797fc042d3447,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.0
20260901T151408Z-P15-A-POLICY-EIA-001-claude-code,P15-A-POLICY-EIA-001,claude_opus5,True,HARBOR_RAW,workbooks/20260901T151408Z-P15-A-POLICY-EIA-001-claude-code/P15-A-POLICY-EIA-001__5kQePNu/answer.xlsx,e26003ea8be431064e90bdf037b94c2d9c12ec46144be8d2529daaed38ebfd14,SCORED,0.48,True,False,JUDGE_UNABLE_TO_SCORE,,,UNSCOREABLE,,,False,{},"[""HISTORICAL_TASK_CONTRACT_INVALID:SOURCE_UNITS_AND_BASELINE""]",TASK_INVALID,5b397327b21bb2cf6766f5afb24e2d89a95b0268e25934be4a7797fc042d3447,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.0
20260901T152737Z-P15-A-POLICY-EIA-001-claude-code,P15-A-POLICY-EIA-001,claude_opus5,False,HARBOR_RAW,workbooks/20260901T152737Z-P15-A-POLICY-EIA-001-claude-code/P15-A-POLICY-EIA-001__RCdw7XW/answer.xlsx,155d5223f4c5e3f2ac8677c6b5666f27b159e9d85a5cb71df6fa90e8853762b6,SCORED,0.0,True,False,JUDGE_UNABLE_TO_SCORE,,,UNSCOREABLE,,,False,{},"[""HISTORICAL_TASK_CONTRACT_INVALID:SOURCE_UNITS_AND_BASELINE""]",TASK_INVALID,5b397327b21bb2cf6766f5afb24e2d89a95b0268e25934be4a7797fc042d3447,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.0
20260902T181801Z-P15-A-POLICY-EIA-001-claude-code,P15-A-POLICY-EIA-001,claude_opus5,True,HARBOR_RAW,workbooks/20260902T181801Z-P15-A-POLICY-EIA-001-claude-code/P15-A-POLICY-EIA-001__wbJ82s9/answer.xlsx,0f7b681463c823079a5800edf064f8f5257219f9c6103dbe45176834c313e006,SCORED,0.56,True,False,JUDGE_UNABLE_TO_SCORE,,,UNSCOREABLE,,,False,{},"[""HISTORICAL_TASK_CONTRACT_INVALID:SOURCE_UNITS_AND_BASELINE""]",TASK_INVALID,5b397327b21bb2cf6766f5afb24e2d89a95b0268e25934be4a7797fc042d3447,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.0
20260902T204609Z-P15-A-POLICY-EIA-001-claude-code,P15-A-POLICY-EIA-001,claude_opus5,True,HARBOR_RAW,workbooks/20260902T204609Z-P15-A-POLICY-EIA-001-claude-code/P15-A-POLICY-EIA-001__wDzj5Yy/answer.xlsx,deb28b6522d366a1d6f85e043193aea77a49c0fde0ee7a44f17ef40d02a6b21d,SCORED,0.56,True,False,JUDGE_UNABLE_TO_SCORE,,,UNSCOREABLE,,,False,{},"[""HISTORICAL_TASK_CONTRACT_INVALID:SOURCE_UNITS_AND_BASELINE""]",TASK_INVALID,5b397327b21bb2cf6766f5afb24e2d89a95b0268e25934be4a7797fc042d3447,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.0
20260903T130038Z-P15-A-POLICY-EIA-001-claude-code,P15-A-POLICY-EIA-001,claude_opus5,True,HARBOR_RAW,workbooks/20260903T130038Z-P15-A-POLICY-EIA-001-claude-code/P15-A-POLICY-EIA-001__6HXj2nG/answer.xlsx,81f57c4cb61bf7f0ddf47a64d8b574f1b8966ba4eae0c2cd7d8af0fcdda746f9,SCORED,0.0,True,False,JUDGE_UNABLE_TO_SCORE,,,UNSCOREABLE,,,False,{},"[""HISTORICAL_TASK_CONTRACT_INVALID:SOURCE_UNITS_AND_BASELINE""]",TASK_INVALID,5b397327b21bb2cf6766f5afb24e2d89a95b0268e25934be4a7797fc042d3447,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.0
20260903T193409Z-P15-A-POLICY-EIA-001-claude-code,P15-A-POLICY-EIA-001,claude_opus5,True,HARBOR_RAW,workbooks/20260903T193409Z-P15-A-POLICY-EIA-001-claude-code/P15-A-POLICY-EIA-001__6TAnvow/answer.xlsx,09fe29b4ae6abebe1750ba172061570e50f8ab2b698559f652ab6c5bf8b17e09,SCORED,0.56,True,False,JUDGE_UNABLE_TO_SCORE,,,UNSCOREABLE,,,False,{},"[""HISTORICAL_TASK_CONTRACT_INVALID:SOURCE_UNITS_AND_BASELINE""]",TASK_INVALID,5b397327b21bb2cf6766f5afb24e2d89a95b0268e25934be4a7797fc042d3447,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.0
20260901T141036Z-P15-A-POLICY-EIA-001-codex,P15-A-POLICY-EIA-001,codex_gpt56sol,True,HARBOR_RAW,workbooks/20260901T141036Z-P15-A-POLICY-EIA-001-codex/P15-A-POLICY-EIA-001__fDP2yAZ/answer.xlsx,d2febcbd572a3010e2506df4b43e2a15a485db3c741846cd7c1117abd7105e26,SCORED,0.36,True,False,JUDGE_UNABLE_TO_SCORE,,,UNSCOREABLE,,,False,{},"[""HISTORICAL_TASK_CONTRACT_INVALID:SOURCE_UNITS_AND_BASELINE""]",TASK_INVALID,5b397327b21bb2cf6766f5afb24e2d89a95b0268e25934be4a7797fc042d3447,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.0
20260901T150107Z-P15-A-POLICY-EIA-001-codex,P15-A-POLICY-EIA-001,codex_gpt56sol,True,HARBOR_RAW,workbooks/20260901T150107Z-P15-A-POLICY-EIA-001-codex/P15-A-POLICY-EIA-001__2VZzoSo/answer.xlsx,a30620f2a6379085c1eb79be4ecf9353410eee2744cdabfcd2b8705015d6846e,SCORED,0.56,True,False,JUDGE_UNABLE_TO_SCORE,,,UNSCOREABLE,,,False,{},"[""HISTORICAL_TASK_CONTRACT_INVALID:SOURCE_UNITS_AND_BASELINE""]",TASK_INVALID,5b397327b21bb2cf6766f5afb24e2d89a95b0268e25934be4a7797fc042d3447,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.0
20260902T165131Z-P15-A-POLICY-EIA-001-codex,P15-A-POLICY-EIA-001,codex_gpt56sol,True,HARBOR_RAW,workbooks/20260902T165131Z-P15-A-POLICY-EIA-001-codex/P15-A-POLICY-EIA-001__mvPJSFt/answer.xlsx,1d6fe2a2302d7a1d7e4e13309a1ad65529341b8621f241e8d7cfaf642cfc8e02,SCORED,1.0,True,True,JUDGE_UNABLE_TO_SCORE,,,UNSCOREABLE,,,False,{},"[""HISTORICAL_TASK_CONTRACT_INVALID:SOURCE_UNITS_AND_BASELINE""]",TASK_INVALID,5b397327b21bb2cf6766f5afb24e2d89a95b0268e25934be4a7797fc042d3447,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.0
20260902T215301Z-P15-A-POLICY-EIA-001-codex,P15-A-POLICY-EIA-001,codex_gpt56sol,True,HARBOR_RAW,workbooks/20260902T215301Z-P15-A-POLICY-EIA-001-codex/P15-A-POLICY-EIA-001__Z8iiEoB/answer.xlsx,e6140a8651d9a683b443be9531459a6935cd39c5bffe08a7b822c379254a54ac,SCORED,1.0,True,True,JUDGE_UNABLE_TO_SCORE,,,UNSCOREABLE,,,False,{},"[""HISTORICAL_TASK_CONTRACT_INVALID:SOURCE_UNITS_AND_BASELINE""]",TASK_INVALID,5b397327b21bb2cf6766f5afb24e2d89a95b0268e25934be4a7797fc042d3447,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.0
20260903T002851Z-P15-A-POLICY-EIA-001-codex,P15-A-POLICY-EIA-001,codex_gpt56sol,True,HARBOR_RAW,workbooks/20260903T002851Z-P15-A-POLICY-EIA-001-codex/P15-A-POLICY-EIA-001__sLXLXvU/answer.xlsx,a3bbf4b20d2cb4e0f43f7a0ca28d723b059c03c8aa942edc8c2429f3100d165d,SCORED,1.0,True,True,JUDGE_UNABLE_TO_SCORE,,,UNSCOREABLE,,,False,{},"[""HISTORICAL_TASK_CONTRACT_INVALID:SOURCE_UNITS_AND_BASELINE""]",TASK_INVALID,5b397327b21bb2cf6766f5afb24e2d89a95b0268e25934be4a7797fc042d3447,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.0
20260903T030813Z-P15-A-POLICY-EIA-001-codex,P15-A-POLICY-EIA-001,codex_gpt56sol,True,HARBOR_RAW,workbooks/20260903T030813Z-P15-A-POLICY-EIA-001-codex/P15-A-POLICY-EIA-001__pckN2qQ/answer.xlsx,c2780d6362fd251744be11040bd8afd5f8b8095d35ebb1f282a8715e6ebbdea3,SCORED,1.0,True,True,JUDGE_UNABLE_TO_SCORE,,,UNSCOREABLE,,,False,{},"[""HISTORICAL_TASK_CONTRACT_INVALID:SOURCE_UNITS_AND_BASELINE""]",TASK_INVALID,5b397327b21bb2cf6766f5afb24e2d89a95b0268e25934be4a7797fc042d3447,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.0
20260903T060604Z-P15-A-POLICY-EIA-001-codex,P15-A-POLICY-EIA-001,codex_gpt56sol,True,HARBOR_RAW,workbooks/20260903T060604Z-P15-A-POLICY-EIA-001-codex/P15-A-POLICY-EIA-001__SccKBiG/answer.xlsx,c5fe83a66057fb905ba5469108a2bed396d240a0c9c230931e8586ba2ac19a2c,SCORED,1.0,True,True,JUDGE_UNABLE_TO_SCORE,,,UNSCOREABLE,,,False,{},"[""HISTORICAL_TASK_CONTRACT_INVALID:SOURCE_UNITS_AND_BASELINE""]",TASK_INVALID,5b397327b21bb2cf6766f5afb24e2d89a95b0268e25934be4a7797fc042d3447,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.0
20260904T003853Z-P15-A-POLICY-EIA-001-codex,P15-A-POLICY-EIA-001,codex_gpt56sol,True,HARBOR_RAW,workbooks/20260904T003853Z-P15-A-POLICY-EIA-001-codex/P15-A-POLICY-EIA-001__4eXuMHW/answer.xlsx,1fbe7d9b47c2e61ac654161f86673242e12cc2a9410976e8475419d9a9bcf9f9,SCORED,1.0,True,True,JUDGE_UNABLE_TO_SCORE,,,UNSCOREABLE,,,False,{},"[""HISTORICAL_TASK_CONTRACT_INVALID:SOURCE_UNITS_AND_BASELINE""]",TASK_INVALID,5b397327b21bb2cf6766f5afb24e2d89a95b0268e25934be4a7797fc042d3447,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.0
20260902T160500Z-P15-A-POLICY-EIA-001-qwen-coder,P15-A-POLICY-EIA-001,qwen38max,True,HARBOR_RAW,workbooks/20260902T160500Z-P15-A-POLICY-EIA-001-qwen-coder/P15-A-POLICY-EIA-001__kGJHJUL/answer.xlsx,071baaed3a0e42228be17abb3787239be699ba72d9e939659d29debc594e064b,SCORED,0.56,True,False,JUDGE_UNABLE_TO_SCORE,,,UNSCOREABLE,,,False,{},"[""HISTORICAL_TASK_CONTRACT_INVALID:SOURCE_UNITS_AND_BASELINE""]",TASK_INVALID,5b397327b21bb2cf6766f5afb24e2d89a95b0268e25934be4a7797fc042d3447,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.0
20260902T180156Z-P15-A-POLICY-EIA-001-qwen-coder,P15-A-POLICY-EIA-001,qwen38max,True,HARBOR_RAW,workbooks/20260902T180156Z-P15-A-POLICY-EIA-001-qwen-coder/P15-A-POLICY-EIA-001__FWmJ2wQ/answer.xlsx,a9edc9a70720b29bb8a0248e7a70fbf22f09309393b61b656d32b6c1a0b3a61b,SCORED,0.56,True,False,JUDGE_UNABLE_TO_SCORE,,,UNSCOREABLE,,,False,{},"[""HISTORICAL_TASK_CONTRACT_INVALID:SOURCE_UNITS_AND_BASELINE""]",TASK_INVALID,5b397327b21bb2cf6766f5afb24e2d89a95b0268e25934be4a7797fc042d3447,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.0
20260902T202657Z-P15-A-POLICY-EIA-001-qwen-coder,P15-A-POLICY-EIA-001,qwen38max,True,HARBOR_RAW,workbooks/20260902T202657Z-P15-A-POLICY-EIA-001-qwen-coder/P15-A-POLICY-EIA-001__aHyb7oo/answer.xlsx,d57f5eda4850cd54fde101efa6c066436c473d2ffc034d35d0cea380448cf96c,SCORED,0.56,True,False,JUDGE_UNABLE_TO_SCORE,,,UNSCOREABLE,,,False,{},"[""HISTORICAL_TASK_CONTRACT_INVALID:SOURCE_UNITS_AND_BASELINE""]",TASK_INVALID,5b397327b21bb2cf6766f5afb24e2d89a95b0268e25934be4a7797fc042d3447,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.0
20260902T230315Z-P15-A-POLICY-EIA-001-qwen-coder,P15-A-POLICY-EIA-001,qwen38max,True,HARBOR_RAW,workbooks/20260902T230315Z-P15-A-POLICY-EIA-001-qwen-coder/P15-A-POLICY-EIA-001__epgmdAe/answer.xlsx,271171d8f223e4b92959db6f28eed75975de0e5f6cbc5489a32827d597b78a6f,SCORED,0.56,True,False,JUDGE_UNABLE_TO_SCORE,,,UNSCOREABLE,,,False,{},"[""HISTORICAL_TASK_CONTRACT_INVALID:SOURCE_UNITS_AND_BASELINE""]",TASK_INVALID,5b397327b21bb2cf6766f5afb24e2d89a95b0268e25934be4a7797fc042d3447,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.0
20260903T014247Z-P15-A-POLICY-EIA-001-qwen-coder,P15-A-POLICY-EIA-001,qwen38max,True,HARBOR_RAW,workbooks/20260903T014247Z-P15-A-POLICY-EIA-001-qwen-coder/P15-A-POLICY-EIA-001__KyHuixJ/answer.xlsx,6dc39b320aa6eec33147585e0880ec9d5ad5d86879e040f4389ac2291f7fdc8d,SCORED,1.0,True,True,JUDGE_UNABLE_TO_SCORE,,,UNSCOREABLE,,,False,{},"[""HISTORICAL_TASK_CONTRACT_INVALID:SOURCE_UNITS_AND_BASELINE""]",TASK_INVALID,5b397327b21bb2cf6766f5afb24e2d89a95b0268e25934be4a7797fc042d3447,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.0
20260903T042637Z-P15-A-POLICY-EIA-001-qwen-coder,P15-A-POLICY-EIA-001,qwen38max,True,HARBOR_RAW,workbooks/20260903T042637Z-P15-A-POLICY-EIA-001-qwen-coder/P15-A-POLICY-EIA-001__mZ6QDyY/answer.xlsx,ef2195b8e3c0ba3b20cc636976c98c81cf9022e121d9c143c1812062f18e51f0,SCORED,0.56,True,False,JUDGE_UNABLE_TO_SCORE,,,UNSCOREABLE,,,False,{},"[""HISTORICAL_TASK_CONTRACT_INVALID:SOURCE_UNITS_AND_BASELINE""]",TASK_INVALID,5b397327b21bb2cf6766f5afb24e2d89a95b0268e25934be4a7797fc042d3447,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.0
20260903T212900Z-P15-A-POLICY-EIA-001-qwen-coder,P15-A-POLICY-EIA-001,qwen38max,True,HARBOR_RAW,workbooks/20260903T212900Z-P15-A-POLICY-EIA-001-qwen-coder/P15-A-POLICY-EIA-001__8UnRqEn/answer.xlsx,83be388f3c207a56c8f7d7eb704179c44358a65bcc792659842b353376abaa39,SCORED,1.0,True,True,JUDGE_UNABLE_TO_SCORE,,,UNSCOREABLE,,,False,{},"[""HISTORICAL_TASK_CONTRACT_INVALID:SOURCE_UNITS_AND_BASELINE""]",TASK_INVALID,5b397327b21bb2cf6766f5afb24e2d89a95b0268e25934be4a7797fc042d3447,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.0
20260901T135910Z-P15-A-STAT-EXPERIMENT-001-claude-code,P15-A-STAT-EXPERIMENT-001,claude_opus5,True,HARBOR_RAW,workbooks/20260901T135910Z-P15-A-STAT-EXPERIMENT-001-claude-code/P15-A-STAT-EXPERIMENT-001__dP5b4Ac/answer.xlsx,59a1c5a202d624d8af910eb8bf09dd61be2a2b949fdaef943f33d9bcfdd65f9b,SCORED,0.0,True,False,SCORE_REPLAYED,0.0,0.0,MATCH,False,True,True,"{""R001"":0.0,""R002"":0.0,""R003"":0.0,""R004"":0.0,""R005"":0.0,""R006"":0.0,""R007"":0.0,""R008"":0.0,""R009"":0.0,""R010"":0.0,""R011"":0.0}","[""PAIRED_DATA_TABLE_NOT_FOUND""]",SCORED,177ecc391d752bcaf453ee92a5a2f639fc282f7a65aa036253c11907a90c8caa,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1034
20260901T141907Z-P15-A-STAT-EXPERIMENT-001-claude-code,P15-A-STAT-EXPERIMENT-001,claude_opus5,False,HARBOR_RAW,workbooks/20260901T141907Z-P15-A-STAT-EXPERIMENT-001-claude-code/P15-A-STAT-EXPERIMENT-001__bg9Bz5T/answer.xlsx,e3c79d9120d3952d00dd281da0b71bea642b945461d183d2ff174b6ff32a60e2,SCORED,0.0,True,False,SCORE_REPLAYED,0.826087,0.826087,CHANGED,True,False,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":0.0,""R009"":0.0,""R010"":1.0,""R011"":1.0}","[""CHART_NOT_BOUND_TO_PAIRED_DIFFERENCES""]",SCORED,177ecc391d752bcaf453ee92a5a2f639fc282f7a65aa036253c11907a90c8caa,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1117
