task_id,track,split,system,agent,agent_version,model,provider,attempt_id,score,raw_score,score_delta,pass,valid_difficulty_attempt,valid_model_pass1_evidence,formal_gate_member,evidence_scope,difficulty_exclusion,outcome_attribution,failure_codes,duration_seconds,input_tokens,cache_tokens,output_tokens,cost_usd,exception
P15-A-STAT-EXPERIMENT-001,A,DEV,qwen,qwen-coder,0.22.3,qwen/qwen3.8-max,OpenRouter public egress,02fe4df8-86f0-4016-b15f-e8d72dd1aaa9,0.666667,0.666667,0.000000,false,false,true,true,REAL_PAID_HARBOR_PUBLIC_EGRESS_PASS1,PUBLIC_EGRESS_WITHOUT_HARBOR_PROVIDER_ALLOWLIST,AGENT_CAPABILITY_FAILURE,QC_EXCLUSION_CHAIN_NOT_PRESERVED,847.737,1096237,950144,39573,,
P15-B-FIN-RECON-001,B,DEV,qwen,qwen-coder,0.22.3,qwen/qwen3.8-max,OpenRouter public egress,023b5784-6591-40c5-81e2-da9c9d8802a9,0.000000,0.000000,0.000000,false,false,true,true,REAL_PAID_HARBOR_PUBLIC_EGRESS_PASS1,PUBLIC_EGRESS_WITHOUT_HARBOR_PROVIDER_ALLOWLIST,AGENT_CAPABILITY_FAILURE,,268.595,336798,272256,12343,,
P15-B-HEALTH-REPORT-001,B,DEV,qwen,qwen-coder,0.22.3,qwen/qwen3.8-max,OpenRouter public egress,f1c06e48-f4a5-43a5-9e20-4fbe5886f683,0.444444,0.444444,0.000000,false,false,true,true,REAL_PAID_HARBOR_PUBLIC_EGRESS_PASS1,PUBLIC_EGRESS_WITHOUT_HARBOR_PROVIDER_ALLOWLIST,AGENT_CAPABILITY_FAILURE,,942.048,1810086,1666048,45492,,
P15-B-OPS-CLEAN-JOIN-001,B,DEV,qwen,qwen-coder,0.22.3,qwen/qwen3.8-max,OpenRouter public egress,fdf4f41b-31db-4a61-b2c8-57d8022279f9,0.038462,0.038462,0.000000,false,false,true,true,REAL_PAID_HARBOR_PUBLIC_EGRESS_PASS1,PUBLIC_EGRESS_WITHOUT_HARBOR_PROVIDER_ALLOWLIST,AGENT_CAPABILITY_FAILURE,CLEAN_RECORDS_MISMATCH,105.538,217526,151680,4463,,
P15-B-SALES-DISCOVERY-001,B,DEV,qwen,qwen-coder,0.22.3,qwen/qwen3.8-max,OpenRouter public egress,99b42873-f572-4eb4-beb1-3d259e2488a2,0.160000,0.160000,0.000000,false,false,true,true,REAL_PAID_HARBOR_PUBLIC_EGRESS_PASS1,PUBLIC_EGRESS_WITHOUT_HARBOR_PROVIDER_ALLOWLIST,AGENT_CAPABILITY_FAILURE,,130.323,222812,174976,5602,,
P15-C-INVOICE-001,C,DEV,qwen,qwen-coder,0.22.3,qwen/qwen3.8-max,OpenRouter public egress,2ec1c243-33f6-42b9-b1c3-2c990eba0de9,0.620690,0.620690,0.000000,false,false,true,true,REAL_PAID_HARBOR_PUBLIC_EGRESS_PASS1,PUBLIC_EGRESS_WITHOUT_HARBOR_PROVIDER_ALLOWLIST,AGENT_CAPABILITY_FAILURE,,201.880,271928,215168,9330,,
P15-C-PO-ADDENDUM-001,C,DEV,qwen,qwen-coder,0.22.3,qwen/qwen3.8-max,OpenRouter public egress,3eeebbc4-84f4-4ff9-a1cc-28ff83e08fbb,0.400000,0.400000,0.000000,false,false,true,true,REAL_PAID_HARBOR_PUBLIC_EGRESS_PASS1,PUBLIC_EGRESS_WITHOUT_HARBOR_PROVIDER_ALLOWLIST,AGENT_CAPABILITY_FAILURE,,242.942,334347,234112,11120,,
P15-C-QUOTE-001,C,DEV,qwen,qwen-coder,0.22.3,qwen/qwen3.8-max,OpenRouter public egress,01177b64-9c42-49a1-bdf6-f0fdae0a6f81,0.413793,0.413793,0.000000,false,false,true,true,REAL_PAID_HARBOR_PUBLIC_EGRESS_PASS1,PUBLIC_EGRESS_WITHOUT_HARBOR_PROVIDER_ALLOWLIST,AGENT_CAPABILITY_FAILURE,,105.739,137909,103040,4467,,
P15-C-RECEIPTS-001,C,DEV,qwen,qwen-coder,0.22.3,qwen/qwen3.8-max,OpenRouter public egress,b460c046-f9c3-44b1-858e-4ccf1337d230,0.333333,0.333333,0.000000,false,false,true,true,REAL_PAID_HARBOR_PUBLIC_EGRESS_PASS1,PUBLIC_EGRESS_WITHOUT_HARBOR_PROVIDER_ALLOWLIST,AGENT_CAPABILITY_FAILURE,,190.330,243801,206080,6693,,
P15-C-STATEMENT-001,C,DEV,qwen,qwen-coder,0.22.3,qwen/qwen3.8-max,OpenRouter public egress,5e40fec3-90c6-402b-b2ce-2851c6af2dad,0.200000,0.200000,0.000000,false,false,true,true,REAL_PAID_HARBOR_PUBLIC_EGRESS_PASS1,PUBLIC_EGRESS_WITHOUT_HARBOR_PROVIDER_ALLOWLIST,AGENT_CAPABILITY_FAILURE,,322.299,590659,466304,12695,,
